defect_id,product_id,defect_type,defect_date,defect_location,severity,inspection_method,repair_cost,year,month,weekday
750,9,Functional,2024-03-23,Surface,Moderate,Manual Testing,49.52,2024,3,23
751,42,Functional,2024-01-14,Component,Minor,Manual Testing,543.93,2024,1,14
752,81,Functional,2024-05-12,Surface,Moderate,Automated Testing,688.91,2024,5,12
753,83,Cosmetic,2024-01-08,Surface,Critical,Visual Inspection,140.96,2024,1,8
754,17,Structural,2024-01-13,Component,Minor,Manual Testing,624.69,2024,1,13
755,90,Cosmetic,2024-01-01,Component,Critical,Manual Testing,317.5,2024,1,1
756,77,Functional,2024-06-12,Component,Minor,Manual Testing,363.84,2024,6,12
757,40,Functional,2024-03-17,Surface,Moderate,Manual Testing,472.15,2024,3,17
758,12,Cosmetic,2024-01-22,Internal,Moderate,Automated Testing,765.19,2024,1,22
759,40,Cosmetic,2024-03-23,Surface,Moderate,Manual Testing,551.79,2024,3,23
760,31,Structural,2024-06-22,Surface,Critical,Manual Testing,950.2,2024,6,22
761,67,Functional,2024-01-05,Component,Critical,Automated Testing,749.01,2024,1,5
762,27,Cosmetic,2024-02-15,Internal,Critical,Manual Testing,917.24,2024,2,15
763,44,Cosmetic,2024-04-24,Component,Minor,Automated Testing,527.76,2024,4,24
764,40,Structural,2024-04-26,Internal,Minor,Visual Inspection,615.24,2024,4,26
765,70,Structural,2024-04-26,Component,Minor,Visual Inspection,610.26,2024,4,26
766,49,Cosmetic,2024-04-06,Component,Moderate,Visual Inspection,305.36,2024,4,6
767,81,Structural,2024-03-23,Component,Minor,Automated Testing,753.7,2024,3,23
768,48,Cosmetic,2024-01-09,Internal,Moderate,Visual Inspection,67.49,2024,1,9
769,83,Structural,2024-06-26,Component,Minor,Visual Inspection,655.26,2024,6,26
770,56,Structural,2024-04-24,Surface,Moderate,Visual Inspection,119.28,2024,4,24
771,97,Structural,2024-01-13,Internal,Critical,Manual Testing,617.35,2024,1,13
772,1,Cosmetic,2024-06-11,Surface,Critical,Manual Testing,514.52,2024,6,11
773,57,Functional,2024-03-30,Component,Minor,Automated Testing,552.3,2024,3,30
774,35,Structural,2024-03-17,Surface,Critical,Manual Testing,957.27,2024,3,17
775,22,Cosmetic,2024-05-16,Surface,Minor,Visual Inspection,379.78,2024,5,16
776,37,Structural,2024-05-02,Surface,Minor,Automated Testing,20.93,2024,5,2
777,59,Functional,2024-05-31,Component,Moderate,Visual Inspection,698.16,2024,5,31
778,31,Functional,2024-01-16,Component,Critical,Manual Testing,270.7,2024,1,16
779,71,Structural,2024-03-24,Internal,Critical,Manual Testing,733.76,2024,3,24
780,81,Functional,2024-02-05,Surface,Minor,Manual Testing,918.81,2024,2,5
781,10,Cosmetic,2024-05-30,Component,Minor,Manual Testing,830.39,2024,5,30
782,92,Functional,2024-04-04,Internal,Moderate,Visual Inspection,429.08,2024,4,4
783,73,Cosmetic,2024-04-09,Internal,Moderate,Automated Testing,800.91,2024,4,9
784,2,Functional,2024-03-30,Surface,Moderate,Automated Testing,36.5,2024,3,30
785,63,Cosmetic,2024-04-07,Surface,Moderate,Visual Inspection,861.84,2024,4,7
786,54,Cosmetic,2024-06-24,Surface,Minor,Automated Testing,947.21,2024,6,24
787,36,Functional,2024-01-23,Surface,Minor,Manual Testing,37.44,2024,1,23
788,41,Structural,2024-01-25,Component,Critical,Automated Testing,571.65,2024,1,25
789,54,Structural,2024-01-21,Surface,Minor,Automated Testing,331.32,2024,1,21
790,3,Structural,2024-03-10,Internal,Critical,Manual Testing,212.4,2024,3,10
791,94,Functional,2024-04-15,Surface,Minor,Automated Testing,451.46,2024,4,15
792,99,Functional,2024-03-05,Internal,Minor,Manual Testing,948.05,2024,3,5
793,79,Functional,2024-05-07,Component,Moderate,Visual Inspection,111.39,2024,5,7
794,81,Structural,2024-03-21,Internal,Critical,Automated Testing,281.41,2024,3,21
795,83,Structural,2024-03-08,Internal,Minor,Automated Testing,866.14,2024,3,8
796,83,Structural,2024-05-08,Component,Minor,Visual Inspection,545.23,2024,5,8
797,62,Cosmetic,2024-06-09,Surface,Moderate,Visual Inspection,545.72,2024,6,9
798,77,Functional,2024-05-10,Component,Critical,Visual Inspection,395.56,2024,5,10
799,87,Structural,2024-06-08,Component,Moderate,Manual Testing,914.5,2024,6,8
800,38,Cosmetic,2024-05-30,Internal,Minor,Automated Testing,339.94,2024,5,30
801,77,Cosmetic,2024-03-18,Surface,Moderate,Visual Inspection,206.92,2024,3,18
802,98,Functional,2024-03-17,Component,Moderate,Visual Inspection,336.29,2024,3,17
803,93,Structural,2024-01-08,Internal,Critical,Visual Inspection,911.03,2024,1,8
804,13,Structural,2024-01-06,Surface,Minor,Visual Inspection,720.18,2024,1,6
805,23,Functional,2024-04-17,Surface,Moderate,Manual Testing,602.51,2024,4,17
806,22,Functional,2024-04-08,Internal,Critical,Manual Testing,996.6,2024,4,8
807,99,Cosmetic,2024-01-28,Surface,Minor,Automated Testing,373.64,2024,1,28
808,99,Cosmetic,2024-03-30,Component,Minor,Visual Inspection,792.57,2024,3,30
809,8,Structural,2024-03-19,Surface,Minor,Visual Inspection,956.44,2024,3,19
810,77,Functional,2024-06-30,Component,Critical,Manual Testing,916.1,2024,6,30
811,7,Functional,2024-05-15,Surface,Moderate,Visual Inspection,93.31,2024,5,15
812,76,Structural,2024-03-18,Internal,Critical,Automated Testing,576.28,2024,3,18
813,93,Functional,2024-05-06,Surface,Minor,Visual Inspection,89.52,2024,5,6
814,79,Structural,2024-01-06,Component,Minor,Manual Testing,381.12,2024,1,6
815,65,Structural,2024-06-21,Surface,Moderate,Visual Inspection,686.02,2024,6,21
816,43,Functional,2024-03-17,Surface,Minor,Manual Testing,585.81,2024,3,17
817,96,Structural,2024-03-31,Internal,Critical,Automated Testing,28.26,2024,3,31
818,82,Functional,2024-03-06,Component,Critical,Visual Inspection,858.99,2024,3,6
819,63,Cosmetic,2024-02-28,Surface,Critical,Automated Testing,373.68,2024,2,28
820,61,Functional,2024-02-19,Component,Critical,Manual Testing,937.41,2024,2,19
821,65,Cosmetic,2024-02-11,Surface,Moderate,Visual Inspection,960.72,2024,2,11
822,41,Functional,2024-02-25,Component,Moderate,Manual Testing,988.9,2024,2,25
823,88,Cosmetic,2024-01-29,Internal,Minor,Automated Testing,890.34,2024,1,29
824,45,Structural,2024-02-13,Component,Minor,Automated Testing,838.89,2024,2,13
825,26,Functional,2024-01-26,Component,Moderate,Automated Testing,90.18,2024,1,26
826,8,Cosmetic,2024-01-26,Component,Minor,Manual Testing,693.38,2024,1,26
827,96,Cosmetic,2024-01-19,Component,Minor,Manual Testing,904.55,2024,1,19
828,25,Functional,2024-05-12,Surface,Critical,Manual Testing,446.66,2024,5,12
829,90,Cosmetic,2024-02-12,Internal,Critical,Automated Testing,561.22,2024,2,12
830,62,Cosmetic,2024-04-12,Surface,Moderate,Visual Inspection,227.29,2024,4,12
831,57,Structural,2024-04-24,Internal,Critical,Manual Testing,129.15,2024,4,24
832,37,Cosmetic,2024-06-02,Surface,Critical,Automated Testing,105.91,2024,6,2
833,90,Cosmetic,2024-02-15,Component,Minor,Visual Inspection,833.94,2024,2,15
834,4,Structural,2024-04-09,Internal,Moderate,Automated Testing,10.55,2024,4,9
835,69,Functional,2024-01-02,Surface,Critical,Automated Testing,744.8,2024,1,2
836,95,Structural,2024-05-08,Surface,Critical,Automated Testing,114.02,2024,5,8
837,30,Functional,2024-03-10,Surface,Minor,Manual Testing,113.95,2024,3,10
838,76,Structural,2024-06-14,Surface,Critical,Automated Testing,390.19,2024,6,14
839,26,Cosmetic,2024-05-11,Surface,Critical,Automated Testing,418.17,2024,5,11
840,95,Structural,2024-02-16,Surface,Moderate,Automated Testing,536.08,2024,2,16
841,49,Structural,2024-01-25,Component,Minor,Manual Testing,857.55,2024,1,25
842,32,Functional,2024-01-13,Surface,Minor,Automated Testing,800.23,2024,1,13
843,97,Functional,2024-04-30,Surface,Moderate,Visual Inspection,526.93,2024,4,30
844,83,Structural,2024-02-18,Component,Critical,Automated Testing,97.57,2024,2,18
845,50,Cosmetic,2024-02-27,Component,Moderate,Automated Testing,438.29,2024,2,27
846,48,Structural,2024-06-25,Internal,Minor,Manual Testing,937.74,2024,6,25
847,33,Functional,2024-06-22,Component,Moderate,Visual Inspection,261.19,2024,6,22
848,28,Functional,2024-05-01,Component,Critical,Visual Inspection,155.84,2024,5,1
849,100,Cosmetic,2024-06-01,Component,Critical,Visual Inspection,761.38,2024,6,1
850,10,Structural,2024-06-24,Component,Moderate,Automated Testing,693.41,2024,6,24
851,95,Functional,2024-03-20,Component,Moderate,Automated Testing,319.06,2024,3,20
852,7,Functional,2024-03-02,Internal,Moderate,Visual Inspection,451.5,2024,3,2
853,12,Structural,2024-05-05,Surface,Moderate,Automated Testing,497.38,2024,5,5
854,14,Functional,2024-06-30,Surface,Minor,Visual Inspection,556.73,2024,6,30
855,31,Cosmetic,2024-02-07,Component,Critical,Visual Inspection,414.41,2024,2,7
856,20,Structural,2024-02-01,Surface,Critical,Manual Testing,450.18,2024,2,1
857,49,Functional,2024-04-10,Component,Moderate,Automated Testing,992.76,2024,4,10
858,51,Structural,2024-05-12,Surface,Minor,Visual Inspection,797.39,2024,5,12
859,25,Cosmetic,2024-03-25,Internal,Minor,Manual Testing,651.04,2024,3,25
860,10,Structural,2024-06-24,Component,Moderate,Visual Inspection,862.64,2024,6,24
861,51,Structural,2024-01-11,Surface,Critical,Automated Testing,915.73,2024,1,11
862,63,Structural,2024-02-16,Component,Critical,Visual Inspection,445.47,2024,2,16
863,46,Functional,2024-03-16,Surface,Critical,Automated Testing,789.92,2024,3,16
864,95,Cosmetic,2024-01-03,Component,Critical,Manual Testing,951.99,2024,1,3
865,97,Structural,2024-06-14,Surface,Critical,Visual Inspection,345.34,2024,6,14
866,99,Cosmetic,2024-02-22,Surface,Minor,Visual Inspection,119.16,2024,2,22
867,9,Cosmetic,2024-03-16,Surface,Minor,Automated Testing,649.87,2024,3,16
868,38,Cosmetic,2024-05-10,Surface,Critical,Manual Testing,141.43,2024,5,10
869,55,Functional,2024-06-08,Surface,Critical,Manual Testing,753.6,2024,6,8
870,39,Structural,2024-05-04,Internal,Critical,Visual Inspection,210.03,2024,5,4
871,59,Structural,2024-06-13,Surface,Critical,Manual Testing,992.01,2024,6,13
872,1,Functional,2024-05-20,Internal,Minor,Automated Testing,148.15,2024,5,20
873,5,Functional,2024-01-05,Surface,Critical,Visual Inspection,577.39,2024,1,5
874,1,Cosmetic,2024-04-19,Surface,Critical,Visual Inspection,98.45,2024,4,19
875,81,Structural,2024-04-18,Component,Moderate,Manual Testing,734.65,2024,4,18
876,31,Cosmetic,2024-03-31,Surface,Critical,Manual Testing,485.93,2024,3,31
877,67,Structural,2024-02-04,Component,Minor,Automated Testing,505.47,2024,2,4
878,13,Functional,2024-05-20,Internal,Critical,Automated Testing,769.34,2024,5,20
879,37,Structural,2024-03-11,Internal,Moderate,Manual Testing,939.94,2024,3,11
880,91,Cosmetic,2024-04-19,Surface,Minor,Visual Inspection,18.7,2024,4,19
881,26,Functional,2024-01-21,Internal,Minor,Automated Testing,892.85,2024,1,21
882,39,Functional,2024-05-21,Component,Moderate,Automated Testing,85.21,2024,5,21
883,35,Functional,2024-06-06,Component,Minor,Visual Inspection,20.83,2024,6,6
884,4,Cosmetic,2024-04-01,Internal,Minor,Manual Testing,800.02,2024,4,1
885,28,Cosmetic,2024-06-07,Surface,Critical,Visual Inspection,525.36,2024,6,7
886,4,Structural,2024-04-29,Surface,Minor,Visual Inspection,164.46,2024,4,29
887,95,Structural,2024-05-29,Component,Moderate,Manual Testing,452.93,2024,5,29
888,17,Cosmetic,2024-04-16,Component,Critical,Automated Testing,729.83,2024,4,16
889,52,Functional,2024-05-05,Component,Moderate,Automated Testing,138.24,2024,5,5
890,49,Structural,2024-06-05,Internal,Minor,Automated Testing,901.01,2024,6,5
891,90,Functional,2024-06-17,Internal,Minor,Manual Testing,780.69,2024,6,17
892,4,Structural,2024-05-12,Internal,Critical,Automated Testing,280.56,2024,5,12
893,64,Structural,2024-04-07,Surface,Minor,Manual Testing,437.25,2024,4,7
894,73,Structural,2024-05-19,Surface,Minor,Manual Testing,902.78,2024,5,19
895,64,Structural,2024-01-09,Internal,Minor,Visual Inspection,687.38,2024,1,9
896,64,Structural,2024-03-29,Internal,Minor,Manual Testing,436.79,2024,3,29
897,56,Functional,2024-05-15,Internal,Minor,Manual Testing,991.95,2024,5,15
898,58,Structural,2024-05-16,Surface,Moderate,Manual Testing,247.97,2024,5,16
899,65,Cosmetic,2024-03-16,Component,Critical,Manual Testing,895.77,2024,3,16
900,84,Functional,2024-02-16,Surface,Critical,Manual Testing,628.29,2024,2,16
901,27,Cosmetic,2024-03-20,Internal,Critical,Manual Testing,40.8,2024,3,20
902,60,Structural,2024-03-12,Component,Minor,Manual Testing,709.87,2024,3,12
903,88,Functional,2024-05-24,Surface,Minor,Automated Testing,450.31,2024,5,24
904,4,Cosmetic,2024-04-08,Surface,Moderate,Visual Inspection,577.2,2024,4,8
905,100,Functional,2024-02-07,Surface,Minor,Manual Testing,431.46,2024,2,7
906,6,Structural,2024-01-25,Surface,Critical,Visual Inspection,62.68,2024,1,25
907,4,Structural,2024-02-16,Component,Minor,Visual Inspection,988.05,2024,2,16
908,31,Functional,2024-04-24,Component,Moderate,Manual Testing,156.46,2024,4,24
909,6,Functional,2024-03-08,Component,Critical,Visual Inspection,32.9,2024,3,8
910,43,Functional,2024-02-29,Surface,Moderate,Manual Testing,443.75,2024,2,29
911,82,Functional,2024-06-07,Component,Minor,Visual Inspection,62.7,2024,6,7
912,46,Functional,2024-04-28,Component,Moderate,Visual Inspection,278.6,2024,4,28
913,77,Functional,2024-06-26,Surface,Moderate,Automated Testing,213.48,2024,6,26
914,89,Functional,2024-06-15,Internal,Critical,Automated Testing,90.11,2024,6,15
915,66,Cosmetic,2024-03-05,Surface,Moderate,Visual Inspection,108.7,2024,3,5
916,7,Structural,2024-02-21,Surface,Moderate,Visual Inspection,75.06,2024,2,21
917,66,Cosmetic,2024-01-04,Component,Critical,Automated Testing,511.65,2024,1,4
918,24,Functional,2024-06-01,Component,Moderate,Visual Inspection,535.87,2024,6,1
919,35,Cosmetic,2024-03-01,Internal,Minor,Visual Inspection,585.78,2024,3,1
920,47,Functional,2024-01-03,Surface,Moderate,Visual Inspection,873.58,2024,1,3
921,91,Cosmetic,2024-03-09,Internal,Moderate,Automated Testing,73.46,2024,3,9
922,90,Cosmetic,2024-03-17,Component,Minor,Visual Inspection,793.46,2024,3,17
923,36,Structural,2024-03-29,Surface,Minor,Visual Inspection,893.77,2024,3,29
924,2,Cosmetic,2024-06-16,Component,Minor,Manual Testing,409.43,2024,6,16
925,11,Functional,2024-05-03,Internal,Minor,Automated Testing,351.86,2024,5,3
926,16,Functional,2024-01-12,Internal,Moderate,Automated Testing,933.37,2024,1,12
927,44,Cosmetic,2024-03-19,Surface,Moderate,Visual Inspection,333.92,2024,3,19
928,80,Structural,2024-04-27,Internal,Moderate,Manual Testing,904.57,2024,4,27
929,5,Functional,2024-04-27,Surface,Critical,Visual Inspection,225.51,2024,4,27
930,52,Functional,2024-05-14,Component,Critical,Automated Testing,664.52,2024,5,14
931,81,Structural,2024-02-04,Internal,Critical,Automated Testing,486.49,2024,2,4
932,80,Functional,2024-05-14,Internal,Moderate,Visual Inspection,127.23,2024,5,14
933,15,Cosmetic,2024-05-16,Internal,Minor,Visual Inspection,121.96,2024,5,16
934,62,Cosmetic,2024-05-06,Surface,Minor,Manual Testing,267.64,2024,5,6
935,46,Structural,2024-01-19,Surface,Critical,Automated Testing,298.03,2024,1,19
936,7,Cosmetic,2024-02-03,Component,Moderate,Automated Testing,604.72,2024,2,3
937,94,Structural,2024-04-18,Internal,Critical,Manual Testing,749.05,2024,4,18
938,38,Structural,2024-04-08,Surface,Minor,Manual Testing,499.34,2024,4,8
939,92,Cosmetic,2024-02-16,Internal,Moderate,Visual Inspection,590.85,2024,2,16
940,29,Functional,2024-04-01,Internal,Minor,Manual Testing,355.6,2024,4,1
941,46,Structural,2024-01-27,Component,Minor,Visual Inspection,266.97,2024,1,27
942,46,Structural,2024-05-29,Surface,Critical,Visual Inspection,160.08,2024,5,29
943,79,Cosmetic,2024-04-17,Internal,Moderate,Manual Testing,827.64,2024,4,17
944,72,Functional,2024-03-11,Surface,Minor,Manual Testing,19.83,2024,3,11
945,10,Cosmetic,2024-05-24,Surface,Minor,Visual Inspection,989.49,2024,5,24
946,87,Cosmetic,2024-03-03,Internal,Minor,Manual Testing,133.9,2024,3,3
947,6,Cosmetic,2024-03-03,Internal,Moderate,Visual Inspection,739.33,2024,3,3
948,70,Structural,2024-02-16,Component,Moderate,Automated Testing,947.83,2024,2,16
949,60,Structural,2024-04-11,Surface,Critical,Automated Testing,743.44,2024,4,11
950,23,Structural,2024-02-23,Surface,Critical,Automated Testing,534.79,2024,2,23
951,2,Functional,2024-06-08,Internal,Moderate,Visual Inspection,479.56,2024,6,8
952,23,Structural,2024-02-26,Surface,Critical,Visual Inspection,87.89,2024,2,26
953,81,Functional,2024-03-27,Surface,Minor,Manual Testing,571.61,2024,3,27
954,46,Structural,2024-06-17,Surface,Moderate,Visual Inspection,485.1,2024,6,17
955,85,Functional,2024-02-28,Internal,Minor,Manual Testing,289.68,2024,2,28
956,43,Functional,2024-03-01,Surface,Critical,Manual Testing,962.48,2024,3,1
957,13,Structural,2024-05-27,Internal,Minor,Automated Testing,13.19,2024,5,27
958,25,Structural,2024-04-03,Component,Critical,Visual Inspection,298.81,2024,4,3
959,53,Cosmetic,2024-04-27,Component,Critical,Automated Testing,916.49,2024,4,27
960,59,Cosmetic,2024-03-19,Internal,Critical,Automated Testing,15.96,2024,3,19
961,3,Structural,2024-03-29,Component,Moderate,Visual Inspection,383.65,2024,3,29
962,78,Cosmetic,2024-01-30,Component,Critical,Manual Testing,612.25,2024,1,30
963,51,Cosmetic,2024-05-26,Component,Minor,Automated Testing,142.0,2024,5,26
964,45,Functional,2024-02-13,Component,Critical,Manual Testing,685.35,2024,2,13
965,45,Functional,2024-06-22,Internal,Critical,Visual Inspection,358.46,2024,6,22
966,54,Functional,2024-03-29,Internal,Moderate,Visual Inspection,310.35,2024,3,29
967,81,Functional,2024-03-13,Internal,Moderate,Manual Testing,610.75,2024,3,13
968,92,Structural,2024-03-03,Internal,Moderate,Visual Inspection,523.61,2024,3,3
969,6,Structural,2024-03-15,Surface,Minor,Manual Testing,945.17,2024,3,15
970,33,Structural,2024-01-28,Internal,Minor,Visual Inspection,708.97,2024,1,28
971,50,Cosmetic,2024-04-07,Component,Minor,Automated Testing,309.87,2024,4,7
972,97,Cosmetic,2024-01-04,Surface,Critical,Manual Testing,565.48,2024,1,4
973,14,Structural,2024-06-14,Surface,Critical,Automated Testing,859.52,2024,6,14
974,39,Cosmetic,2024-01-21,Internal,Critical,Manual Testing,140.02,2024,1,21
975,3,Functional,2024-01-01,Component,Moderate,Automated Testing,626.35,2024,1,1
976,79,Cosmetic,2024-05-18,Component,Moderate,Visual Inspection,807.32,2024,5,18
977,96,Structural,2024-06-08,Internal,Critical,Automated Testing,888.55,2024,6,8
978,57,Functional,2024-01-29,Component,Moderate,Automated Testing,440.85,2024,1,29
979,1,Functional,2024-01-11,Internal,Critical,Manual Testing,652.97,2024,1,11
980,39,Functional,2024-02-29,Internal,Moderate,Visual Inspection,725.44,2024,2,29
981,75,Cosmetic,2024-01-16,Internal,Minor,Manual Testing,843.66,2024,1,16
982,9,Cosmetic,2024-03-15,Component,Moderate,Visual Inspection,611.8,2024,3,15
983,76,Functional,2024-05-16,Surface,Moderate,Automated Testing,712.12,2024,5,16
984,43,Functional,2024-06-22,Internal,Critical,Manual Testing,941.33,2024,6,22
985,99,Functional,2024-02-02,Internal,Critical,Automated Testing,112.15,2024,2,2
986,47,Structural,2024-02-08,Internal,Moderate,Automated Testing,284.7,2024,2,8
987,26,Cosmetic,2024-05-22,Internal,Minor,Visual Inspection,694.09,2024,5,22
988,50,Cosmetic,2024-02-05,Surface,Moderate,Automated Testing,102.98,2024,2,5
989,11,Cosmetic,2024-01-01,Component,Critical,Visual Inspection,398.32,2024,1,1
990,45,Cosmetic,2024-06-11,Component,Critical,Manual Testing,576.07,2024,6,11
991,10,Cosmetic,2024-06-08,Internal,Minor,Visual Inspection,51.79,2024,6,8
992,7,Cosmetic,2024-01-25,Internal,Critical,Visual Inspection,426.31,2024,1,25
993,83,Functional,2024-03-14,Internal,Critical,Manual Testing,808.65,2024,3,14
994,77,Cosmetic,2024-02-11,Component,Minor,Visual Inspection,970.37,2024,2,11
995,41,Cosmetic,2024-01-28,Internal,Moderate,Automated Testing,67.54,2024,1,28
996,25,Structural,2024-03-01,Component,Minor,Automated Testing,813.14,2024,3,1
997,23,Functional,2024-03-21,Component,Moderate,Automated Testing,944.07,2024,3,21
998,17,Structural,2024-01-16,Component,Minor,Automated Testing,401.12,2024,1,16
999,96,Cosmetic,2024-06-21,Internal,Moderate,Manual Testing,775.63,2024,6,21
1000,1,Cosmetic,2024-03-23,Component,Minor,Visual Inspection,963.4,2024,3,23
